,account_name,month,channel,post_id,engagement,rankengage
6938,Epic Time,October,facebook,18,100797,437.0
19092,Rocky Journey,January,facebook,122,100783,394.0
2122,BKreview - เรารีวิวทุกความอร่อย,September,facebook,406,100755,413.0
30328,wongnai.com,June,instagram,53,100752,177.0
35637,บ่นบ่น,November,facebook,10,100730,417.0
18245,Point of View,July,youtube,12,100719,101.0
21352,THE AUN GAME,March,youtube,28,100615,108.0
38473,วันนี้กินไรดีวะ,October,instagram,42,100606,172.0
10647,Jack Russell Terrier คนรักแจ็คและเพื่อนหมาๆๆ,February,instagram,10,100546,155.0
40981,อาจวรงค์ ป๋องแป๋ง จันทมาศ,September,facebook,104,100469,414.0
41776,เค้าเรียกผมว่าแมว,April,youtube,15,100459,120.0
37534,ยิ้มอ่อน,March,facebook,19,100450,413.0
8407,French Buta,April,facebook,24,100420,435.0
25415,book_olives,November,instagram,42,100417,173.0
9649,HappyNancy,November,facebook,290,100414,418.0
20549,Spin9,May,twitter,58,100371,32.0
20719,Starving Time,June,instagram,71,100341,178.0
31230,กินไม่เกิน 100,September,facebook,424,100315,415.0
3427,Bon Appetit Bangkok - แหล่งรวมร้านอร่อย,October,instagram,27,100307,173.0
36031,ป๊อบ ปิยนุช จิตตินันทน์,February,instagram,40,100292,156.0
13342,MOBYDICK,November,facebook,99,100289,419.0
29417,seburan,March,instagram,24,100248,185.0
15838,NUANIA,February,instagram,21,100224,157.0
10656,Jack Russell Terrier คนรักแจ็คและเพื่อนหมาๆๆ,March,instagram,9,100190,186.0
36618,พีช กชกร ฤทธิ์สมิตชัย,October,instagram,32,100120,174.0
9552,Happy Mommy Diary,January,facebook,287,100075,395.0
14235,Mei Napassanan,September,instagram,13,100062,179.0
1853,Autospinn.Fans,August,facebook,350,100061,423.0
1939,BABYMOJIKO,September,instagram,13,100049,180.0
16531,Nuuly,December,facebook,46,100042,409.0
23501,Vivienne Wonder,December,facebook,298,100031,410.0
41814,เงินเดือนที่รัก,January,facebook,18,99996,396.0
12796,Lifeisgadget เพราะชีวิตทันสมัย ไม่อยาก out ต้อง like,April,facebook,316,99965,436.0
26608,iPhone-Droid.net,September,facebook,605,99930,416.0
35482,บอลพาเที่ยว Backpacker Ball,February,facebook,26,99905,407.0
31208,กินไม่เกิน 100,April,facebook,300,99877,437.0
1278,Ananped,January,instagram,8,99866,162.0
20370,Somewhere Someone,September,facebook,399,99856,417.0
9232,GoyNattyDream Channel,June,youtube,1,99846,111.0
4675,Cinnamongal,February,facebook,385,99805,408.0
24883,_evefee_,September,twitter,41,99796,28.0
20314,SoftpomzChannel,September,youtube,8,99753,92.0
37559,รถซิ่ง ไทยแลนด์,February,facebook,372,99699,409.0
23645,WakeUp Ruj,March,youtube,20,99685,109.0
31275,กูผิดอัลไล,April,instagram,26,99685,167.0
24376,Yamatum O,February,youtube,12,99670,102.0
13275,MENOW,April,youtube,12,99658,121.0
38559,วาเลนไทน์ Vvalentines,March,instagram,35,99623,187.0
40997,อาจารย์ Gundam สอนฟิต จิต ใจ กาย,March,facebook,28,99605,414.0
9425,Guy Haru Family,October,youtube,48,99605,95.0
40014,หมอเสาวภา เลี้ยงลูกเชิงบวก,October,facebook,76,99605,438.0
3631,Bounglengame,May,facebook,68,99583,430.0
17187,PJY` Gamer,March,youtube,15,99579,110.0
20083,SistaCafe,January,instagram,44,99569,163.0
41012,อาจารย์อดัม,August,instagram,30,99558,185.0
10802,Japan จอมโหด and friends,February,facebook,17,99549,410.0
9226,Goy Natty Dream,November,facebook,14,99533,420.0
41903,เฉลิมศรี,June,facebook,8,99525,433.0
11830,Keno HappyDay,April,instagram,13,99491,168.0
14537,Mikasa Dota2,November,facebook,165,99442,421.0
33296,ชีวิตติดรีวิว,March,instagram,51,99433,188.0
8419,French Buta,June,facebook,23,99392,434.0
36736,พ่อบ้านใจกล้า,November,facebook,22,99375,422.0
12063,Kik Beauty Fit,March,facebook,139,99356,415.0
32396,คำคม ยิ้มเเฉ่ง,May,twitter,36,99313,33.0
30114,vanmalllinee,September,instagram,25,99241,181.0
5033,Cute Anongnart,May,instagram,8,99213,155.0
12491,LET'S GIRL,December,facebook,82,99211,411.0
26243,gizzdear,May,instagram,23,99183,156.0
42489,เที่ยวไหมครับ,August,facebook,91,99153,424.0
14644,MindaRyn,September,instagram,24,99137,182.0
22786,ThinkofLiving.Com,November,facebook,706,99095,423.0
38226,ลุงหมอขอพักร้อน,February,facebook,145,99088,411.0
13279,MENOW,February,youtube,11,99065,103.0
29990,tonnkhaw,January,instagram,33,99054,164.0
414,7seven7214,December,instagram,45,99047,175.0
20572,SpokeDark TV,February,facebook,328,99040,412.0
17627,Parents One,August,facebook,750,98999,425.0
9986,HuaHed,July,facebook,28,98997,436.0
128,12TimeWeCCG,August,youtube,24,98988,95.0
13889,Marefood,August,instagram,36,98978,186.0
12799,Lifeisgadget เพราะชีวิตทันสมัย ไม่อยาก out ต้อง like,February,facebook,315,98968,413.0
43127,เรียนเจ้านายที่เคารพ,April,facebook,65,98930,438.0
41191,อาร์(นา)ฐา,September,twitter,50,98929,29.0
6271,"ENfoodgallery - enjoy food, enjoy life",August,instagram,34,98899,187.0
34201,ทวีสุข ธรรมศักดิ์,June,facebook,96,98895,435.0
29994,tonnkhaw,May,instagram,31,98894,157.0
19481,ST Cooking,April,facebook,155,98892,439.0
38565,วาเลนไทน์ Vvalentines,October,instagram,31,98874,175.0
14767,Mission To The Moon,September,facebook,129,98839,418.0
11568,KUTE CLUB,September,facebook,296,98827,419.0
27627,looookmai,October,twitter,84,98811,37.0
33519,ญี่ปุ่นเบาเบา,January,facebook,46,98796,397.0
32275,ครูโรซี่: British English,November,facebook,96,98788,424.0
31164,กินไปไทยหรั่ง,January,youtube,11,98755,104.0
970,Ahtee PaPaNG,November,youtube,30,98737,82.0
31350,ก้นครัวไม่กลัวหิว,March,facebook,90,98724,416.0
44172,แม่จ๋าๆพามาตาไปเที่ยวหน่อย,May,instagram,17,98717,158.0
37536,ยิ้มอ่อน,November,facebook,20,98686,425.0
42644,เป็นแม่แมว,December,facebook,122,98680,412.0
45677,ไอ่เป็ด,July,facebook,12,98661,437.0
37308,มิ้นชี่ สมัชญา อัศวนิเวศน์,July,facebook,78,98659,438.0
10808,Japan จอมโหด and friends,November,facebook,32,98654,426.0
14377,MetalBridges : เกาะติดวงการ เกมส์ การ์ตูน ของเล่น,October,facebook,333,98617,439.0
7494,FPSThailand.com,March,facebook,226,98606,417.0
9723,Hasham Shereenคนอะไรตัวอย่างหมี,November,facebook,217,98589,427.0
3267,Blackshuffle,February,facebook,70,98578,414.0
34404,ท็อฟฟี่เป็นตุ๊ดซ่อมคอม,October,facebook,100,98575,440.0
7480,FPSThailand.com,April,facebook,215,98567,440.0
29726,teamgarrymoviethai (ลุงพี),April,youtube,26,98565,122.0
11550,KUTE CLUB,July,facebook,339,98524,439.0
28990,poiluang_cooking,September,instagram,22,98517,183.0
648,ABOVE THE MARS,January,twitter,30,98513,36.0
34543,นวล,February,facebook,5,98498,415.0
24301,XyCloneZ,March,youtube,23,98496,111.0
37527,ยิ้มอ่อน,April,facebook,22,98495,441.0
33112,ชะนีพีชชี่ & สตีเฟ่นโอปป้า,June,facebook,66,98492,436.0
6802,English Fit and Firm,September,facebook,94,98465,420.0
24272,Xcrosz,August,youtube,18,98444,96.0
37106,มนุษย์แฟน,April,facebook,26,98427,442.0
38056,ลงทุนแมน,January,twitter,267,98423,37.0
24332,YAMUYAMI,March,instagram,32,98402,189.0
25430,cCraftedStudio,February,youtube,8,98400,104.0
36270,พยูนบูด,May,twitter,146,98398,34.0
37069,มนุษย์เงินเดือน คิดมาก,September,facebook,79,98395,421.0
33196,ชิลดี,August,facebook,1001,98349,426.0
36678,พี่แว่น,September,instagram,37,98346,184.0
15878,Naefit,January,facebook,41,98319,398.0
19367,SAN CE,August,youtube,14,98317,97.0
13053,Lovecumentary,August,facebook,34,98316,427.0
36737,พ่อบ้านใจกล้า,October,facebook,19,98315,441.0
28999,pom_vinji,July,instagram,38,98294,188.0
5709,Doctor Top,July,youtube,67,98282,102.0
27619,looookmai,December,twitter,88,98274,25.0
21275,TAMMER,February,youtube,9,98258,105.0
5777,DossieR Channel,June,facebook,86,98219,437.0
30552,กับข้าวกับตา,February,facebook,32,98199,416.0
37032,มนุษย์ลูก,December,facebook,237,98165,413.0
31983,ครัวป้ามารายห์,February,facebook,17,98164,417.0
13338,MOBYDICK,March,facebook,97,98160,418.0
43264,เรไรรายวัน,February,facebook,191,98153,418.0
35078,นีน่า แพรวเพชร กาญจน์เกียรติกุล,June,instagram,26,98134,179.0
13360,MONEYLAND,January,facebook,52,98131,399.0
27941,modernpod,May,instagram,55,98088,159.0
34403,ท็อฟฟี่เป็นตุ๊ดซ่อมคอม,November,facebook,171,98079,428.0
33203,ชิลดี,May,facebook,948,98076,431.0
33705,ตามติดชีวิตผีบ้า,March,facebook,257,98066,419.0
13684,Mahidol Channel,August,facebook,101,98060,428.0
34098,ต้นหลิว,July,instagram,11,98038,189.0
16261,Noey Pannarai - เนยเจออันนี้,October,facebook,242,97993,442.0
27235,juunep,August,instagram,68,97993,188.0
35126,นุ่น - English AfterNoonz,April,twitter,38,97986,34.0
4848,Cookat Thai,May,instagram,93,97960,160.0
16058,Ndmikkiholic - beauty & surgery,October,facebook,98,97958,443.0
12606,Lapis Lazuli,January,facebook,41,97946,400.0
20777,StepGeekTV Online,January,youtube,30,97934,105.0
32595,คุณแม่เลอค่า,December,facebook,407,97931,414.0
30791,กิน เที่ยว ถ่าย,August,facebook,618,97923,429.0
17639,Parents One,July,facebook,762,97920,440.0
25399,bongtao,November,twitter,90,97914,21.0
6605,EatGuide เพื่อนซี้เวลาหิว,April,instagram,80,97902,169.0
34229,ทันหุ้น,June,facebook,1624,97872,438.0
9228,Goy Natty Dream,September,facebook,9,97856,422.0
25864,efinanceThai,December,facebook,1013,97801,415.0
10408,Icedessertdiary,November,instagram,41,97796,174.0
29043,ppprapang,June,instagram,21,97764,180.0
11836,Keno HappyDay,February,instagram,10,97736,158.0
25072,ann.manas,March,instagram,50,97728,190.0
38409,วรพล สิงห์เขียวพงษ์,August,facebook,220,97705,430.0
8417,French Buta,July,facebook,27,97638,441.0
8255,Foodyoucaneat เรากินได้ คุณก็กินได้,May,facebook,244,97637,432.0
20263,Softpomz,December,youtube,9,97520,75.0
31987,ครัวป้ามารายห์,July,facebook,17,97480,442.0
23643,WakeUp Ruj,July,youtube,17,97475,103.0
38213,ลุงซาเล้งกับขยะที่หายไป,May,facebook,177,97473,433.0
26919,iphonemod,December,instagram,37,97473,176.0
29211,rayyingray,July,instagram,45,97471,190.0
20279,Softpomz,May,instagram,9,97470,161.0
13276,MENOW,August,youtube,13,97461,98.0
11412,KNCraZy,March,youtube,32,97460,112.0
13001,Loi story,March,facebook,236,97456,420.0
32395,คำคม ยิ้มเเฉ่ง,March,twitter,36,97401,39.0
8205,Foodie Munchies,July,facebook,324,97380,443.0
12797,Lifeisgadget เพราะชีวิตทันสมัย ไม่อยาก out ต้อง like,August,facebook,409,97361,431.0
11592,Kan Atthakorn,May,instagram,2,97353,162.0
25025,aimmafiaz,April,instagram,49,97289,170.0
41314,อีปุก,September,youtube,5,97272,93.0
44486,โจ๊กเกอร์,May,facebook,228,97266,434.0
21768,TaxBugnoms,September,facebook,98,97257,423.0
6957,Erk-Erk,June,facebook,138,97253,439.0
12930,Little Monster,May,instagram,38,97235,163.0
4864,Cookie and the gang,March,facebook,35,97214,421.0
43043,เราจะผอมไปด้วยกัน by Pitcha,March,facebook,12,97197,422.0
16258,Noey Pannarai - เนยเจออันนี้,March,facebook,539,97165,423.0
45506,ไปไหนดี,December,facebook,333,97161,416.0
7503,FPSThailand.com,September,facebook,254,97148,424.0
31947,ครัวบ้านทุ่งกับลุงเด่น พากินพาเที่ยว,November,facebook,71,97130,429.0
37811,รีวิวเบๆบ้านๆ,December,twitter,46,97129,26.0
28993,pom_vinji,August,instagram,47,97123,189.0
34167,ถามอีก กับอิก Tam-Eig,January,facebook,99,97095,401.0
7321,FIFA WaTaFak,October,youtube,19,97083,96.0
42249,เที่ยวทั่วไทย ไปไหนดี,March,facebook,415,97081,424.0
42033,เดียร์ลอง,May,instagram,10,97063,164.0
26032,fhay_cotton_h,October,twitter,72,97053,38.0
12804,Lifeisgadget เพราะชีวิตทันสมัย ไม่อยาก out ต้อง like,May,facebook,265,97041,435.0
43011,เม้าท์มอยเกาหลี,October,facebook,216,96973,444.0
38946,สมาคมกวนTeen,December,facebook,80,96972,417.0
21295,TDKeane,January,facebook,81,96948,402.0
6944,Epicpb THgame,December,youtube,7,96888,76.0
39520,สุดสัปดาห์แฟนคลับ,January,twitter,177,96888,38.0
13332,MOBYDICK,January,facebook,113,96858,403.0
27617,looookmai,April,twitter,102,96847,35.0
1112,Alita Pear,September,instagram,19,96836,185.0
2104,BKreview - เรารีวิวทุกความอร่อย,January,facebook,391,96832,404.0
38266,ลุงอ้วน กินกะเที่ยว,November,facebook,14,96810,430.0
6628,EatGuide เพื่อนซี้เวลาหิว,May,instagram,74,96800,165.0
28042,my home,November,facebook,1233,96796,431.0
27108,jomjamspch,August,instagram,12,96795,190.0
22912,Tomorn Sookprecha,March,twitter,30,96794,40.0
7478,FOOD BLOG BKK,September,facebook,376,96757,425.0
20542,Spin9,June,youtube,23,96741,112.0
6145,EATWITHPANIDA อีทวิทพนิดา,February,instagram,46,96738,159.0
42880,เมริรีวิว,January,twitter,40,96733,39.0
17428,Paidonnnn ไปโดนนนน - Eat Trip Snap,December,facebook,776,96726,418.0
7402,FINSTREET,October,facebook,50,96724,445.0
14447,MiTH,October,facebook,43,96720,446.0
41185,อาร์(นา)ฐา,July,twitter,39,96684,37.0
36783,พ่อลูกอ่อนนอนน้อย,January,facebook,61,96671,405.0
26742,iceirin,July,instagram,38,96662,191.0
31503,ขออีกคำ Yummy,December,facebook,301,96642,419.0
26964,isilindilz,July,facebook,27,96635,444.0
39342,สัตว์โลกกวนตรีน,November,facebook,78,96631,432.0
4585,Chopluem,January,instagram,49,96630,165.0
18550,PuPe_so_Sweet,February,facebook,138,96581,419.0
36283,พยูนบูด ตะลุยกิน,March,facebook,501,96569,425.0
35765,ปรัชญากราฟิกฯ,February,facebook,50,96513,420.0
1102,Alita Pear,June,instagram,15,96434,181.0
33312,ชีวิตติดรีวิว,September,instagram,53,96433,186.0
29290,reviewchiangmai,November,facebook,450,96430,433.0
5781,DossieR Channel,May,facebook,97,96427,436.0
33216,ชิลไปไหน,December,instagram,141,96379,177.0
45672,ไอ่เป็ด,December,instagram,31,96317,178.0
30811,กิน@หาดใหญ่,August,facebook,875,96316,432.0
10091,I Roam Alone,April,youtube,5,96314,123.0
29426,seburan,October,instagram,38,96302,176.0
7732,Fiercebook,July,facebook,384,96271,445.0
39025,สมาคมนิยมหนังหวาน [Romantic&Comedy Movie Society],February,twitter,39,96235,35.0
37312,มิ้นชี่ สมัชญา อัศวนิเวศน์,June,facebook,61,96213,440.0
12943,Littlefahsai,April,twitter,162,96211,36.0
45602,ไม่อร่อยไม่กิน - Eat Good Food Only,February,instagram,40,96203,160.0
20672,StardewToon,November,youtube,21,96191,83.0
23010,Train Hard Look Hot by Nattie,June,instagram,20,96177,182.0
8659,GUZAP,December,facebook,70,96135,420.0
25114,aomMONEY,November,facebook,83,96121,434.0
13739,Mai Jainoon,March,facebook,135,96119,426.0
25164,ariyaeye,August,instagram,24,96113,191.0
24835,Zom Marie,September,youtube,14,96101,94.0
37655,รักคนปั่น,June,facebook,161,96081,441.0
41817,เงินเดือนที่รัก,March,facebook,36,96004,427.0
20716,Starving Time,July,instagram,68,96004,192.0
21727,Tasty Easy,January,facebook,19,95985,406.0
18430,Primrose,July,twitter,9,95948,38.0
14618,MindaRyn,January,youtube,6,95937,106.0
3849,Buffet Channel,February,facebook,31,95923,421.0
39339,สัตว์โลกกวนตรีน,June,facebook,81,95895,442.0
15907,NagsTV,July,youtube,24,95887,104.0
25168,ariyaeye,July,instagram,24,95882,193.0
38547,วาเลนไทน์ Vvalentines,August,instagram,25,95877,192.0
45243,"ไปกินกัน - ""Let's Eat""",December,instagram,37,95875,179.0
8995,GlutaStory,February,twitter,12,95849,36.0
17884,Pim Thai Mai Dai,February,facebook,30,95836,422.0
44064,แฟนพาเที่ยว / My Life My Travel,August,facebook,371,95817,433.0
16482,NutPintoChannel,June,facebook,132,95799,443.0
23665,Walker Talker : เดินทางเล่าเรื่อง,May,facebook,236,95798,437.0
31351,ก้นครัวไม่กลัวหิว,May,facebook,122,95788,438.0
40744,อร่อยพุง,November,facebook,17,95784,435.0
39134,สองเท้าเกาโลก  I  Stay Alivez,July,facebook,432,95760,446.0
12459,LAZY COUP : เที่ยวเป็นคู่,November,facebook,358,95745,436.0
40004,หมอเสาวภา เลี้ยงลูกเชิงบวก,December,facebook,39,95744,421.0
40133,หมีมีหม้อ,February,instagram,26,95732,161.0
21214,Sweetlists,March,facebook,64,95718,428.0
28557,padpudd,February,instagram,24,95709,162.0
37922,รีวิวไม่หยุด,October,instagram,29,95633,177.0
6951,Erk-Erk,April,facebook,80,95621,443.0
2409,Baroctar,March,instagram,65,95585,191.0
167,22mm.t,February,twitter,40,95585,37.0
15026,Money Buffalo,April,facebook,301,95585,444.0
32387,คาราโอเกะชั้นใต้ดิน,September,twitter,13,95573,30.0
14746,Mission To The Moon,January,facebook,81,95559,407.0
31169,กินไปไทยหรั่ง,June,youtube,8,95558,113.0
30550,กับข้าวกับตา,April,youtube,9,95549,124.0
15905,NagsTV,February,youtube,30,95541,106.0
2223,Bacon Time,July,facebook,29,95511,447.0
41353,อีเจี๊ยบ เลียบด่วน,March,twitter,10,95496,41.0
42883,เมริรีวิว,July,twitter,39,95484,39.0
43009,เม้าท์มอยเกาหลี,November,facebook,187,95438,437.0
20658,StardewToon,December,youtube,23,95397,77.0
44171,แม่จ๋าๆพามาตาไปเที่ยวหน่อย,March,instagram,14,95391,192.0
15656,My name is Napat,June,facebook,170,95380,444.0
38471,วันนี้กินไรดีวะ,November,instagram,49,95374,175.0
6142,EATWITHPANIDA อีทวิทพนิดา,December,instagram,60,95353,180.0
37738,รีวิวมนุษย์ผิวแห้ง,March,facebook,149,95291,429.0
25906,engbypfah,February,instagram,37,95282,163.0
3737,Brianna’s Secret Club เพจเล่นเป็นเพื่อนลูก,May,facebook,199,95187,439.0
1399,AppDiqus,October,facebook,262,95166,447.0
19377,SAN CE,September,youtube,13,95162,95.0
14226,Mei Napassanan,December,instagram,10,95144,181.0
7256,FEONALITA,January,facebook,156,95111,408.0
11358,KK Honcool,May,youtube,39,95075,113.0
32144,ครูนอกกรอบ,July,facebook,76,95057,448.0
7264,FEONALITA,June,facebook,114,95057,445.0
15665,My name is Napat,November,facebook,60,95055,438.0
42498,เที่ยวไหมครับ,October,facebook,304,95032,448.0
16159,Nina BeautyWorld,February,facebook,420,94983,423.0
471,9carthai.fc,March,facebook,582,94969,430.0
6279,"ENfoodgallery - enjoy food, enjoy life",July,instagram,46,94953,194.0
32587,คุณแม่เลอค่า,April,facebook,163,94941,445.0
12466,LEEAH,April,instagram,29,94939,171.0
44481,โจ๊กเกอร์,February,facebook,189,94927,424.0
1247,Amy Kitiya,January,youtube,16,94900,107.0
42106,เทพลีลา,May,youtube,9,94884,114.0
37302,มิ้นชี่ สมัชญา อัศวนิเวศน์,February,twitter,52,94883,38.0
17886,Pim Thai Mai Dai,July,facebook,24,94839,449.0
7740,Fiercebook,March,facebook,441,94834,431.0
38032,ลงทุนเกิร์ล,October,facebook,86,94788,449.0
37037,มนุษย์ลูก,January,facebook,220,94784,409.0
10801,Japan จอมโหด and friends,December,facebook,34,94726,422.0
38619,วิถีตากล้อง,January,facebook,146,94714,410.0
8289,Forever on vacation,June,facebook,51,94685,446.0
44224,แย้ นนทพร ธีระวัฒนสุข,April,facebook,81,94674,446.0
14228,Mei Napassanan,January,instagram,19,94637,166.0
1321,AnimaToey Watercolor,June,facebook,45,94609,447.0
40971,อาจวรงค์ ป๋องแป๋ง จันทมาศ,June,facebook,129,94606,448.0
23206,U me go แบบนี้ต้องไปจัด,October,facebook,93,94603,450.0
14856,Mix by Chef,October,facebook,45,94595,451.0
34004,ตู่ สวรินทร์ ศรีบุญมา,January,twitter,68,94592,40.0
572,A Cup of English,September,facebook,164,94541,426.0
7035,Evos TH,April,facebook,45,94515,447.0
29305,rietyrive,April,facebook,16,94512,448.0
38212,ลุงซาเล้งกับขยะที่หายไป,March,facebook,65,94507,432.0
27269,kamonnart,March,twitter,61,94493,42.0
30965,กินเก่ง,July,instagram,36,94457,195.0
21224,Sweetlists,September,instagram,16,94455,187.0
4443,Chickypie,October,youtube,23,94414,97.0
6281,"ENfoodgallery - enjoy food, enjoy life",June,instagram,55,94348,183.0
20109,SistaCafe,September,facebook,1229,94340,427.0
37664,รักลูกนะ,February,facebook,33,94336,425.0
20313,SoftpomzChannel,October,youtube,9,94288,98.0
23378,VIPS Station,May,youtube,15,94261,115.0
14027,MassAutoCar,October,facebook,300,94260,452.0
3857,Buffet Channel,July,youtube,16,94244,105.0
32716,ฅ-คนรักรถ Carlover,April,facebook,165,94218,449.0
44405,โคตรคูล,September,facebook,32,94200,428.0
1640,Attempt Z,January,youtube,13,94170,108.0
9564,Happy Mommy Diary,May,facebook,308,94106,440.0
29040,ppprapang,February,instagram,18,94102,164.0
12818,LightKira Channel,October,youtube,35,94098,99.0
15030,Money Buffalo,August,facebook,229,94094,434.0
2900,Bestie Wanderer - คู่ซี้ตะลอนโลก,November,facebook,391,94090,439.0
10799,Japan จอมโหด and friends,April,facebook,23,94079,450.0
10248,IAUMReview รีวิวมือถือ & อัพเดทข่าวไอที,November,facebook,160,94070,440.0
17775,Pearypie: Make-up Artist/Theatrical Artist,March,facebook,91,94064,433.0
41158,อาตี๋ รีวิว,November,facebook,61,94053,441.0
39553,สุธีรา เอื้อไพโรจน์กิจ,February,facebook,35,94052,426.0
9990,HuaHed,March,facebook,38,93991,434.0
9561,Happy Mommy Diary,March,facebook,267,93955,435.0
24682,ZJB,July,facebook,103,93951,450.0
29986,tonnkhaw,April,instagram,19,93925,172.0
15870,Naefit,August,instagram,23,93925,193.0
23783,Wawow,October,instagram,26,93921,178.0
39020,สมาคมนิยมหนังหวาน [Romantic&Comedy Movie Society],August,facebook,74,93887,435.0
6553,Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,January,facebook,172,93886,411.0
6148,EATWITHPANIDA อีทวิทพนิดา,January,instagram,53,93861,167.0
16158,Nina BeautyWorld,December,facebook,397,93856,423.0
44083,แฟนพาเที่ยว / My Life My Travel,May,facebook,322,93851,441.0
31734,คนวิจารณ์หนังไม่เป็น,February,twitter,168,93849,39.0
38952,สมาคมกวนTeen,July,facebook,63,93829,451.0
42090,เทพลีลา,December,youtube,14,93774,78.0
32070,ครัวแล้วแต่เอ๋จ้าา,December,facebook,19,93769,424.0
23693,Wannasingh Prasertkul,January,twitter,27,93758,41.0
37030,มนุษย์ลูก,August,facebook,152,93735,436.0
39560,สุธีรา เอื้อไพโรจน์กิจ,October,facebook,42,93728,453.0
17380,PaiNaiDii,January,facebook,499,93721,412.0
35223,นุ้ย พิชชากร บาลลา,May,instagram,47,93721,166.0
38944,สมาคมกวนTeen,August,facebook,61,93720,437.0
2375,Bankgarmo,July,youtube,71,93719,106.0
19502,SUNFESOVERLOAD,November,youtube,28,93704,84.0
24361,"YSocial ที่สุดของสังคม ""มือใหม่เล่นหุ้น""",March,facebook,209,93697,436.0
102,10นาทีกับหมอต่อ,February,youtube,5,93680,107.0
3413,Bon Appetit Bangkok - แหล่งรวมร้านอร่อย,February,instagram,37,93649,165.0
8413,French Buta,February,facebook,22,93634,427.0
45187,ไปกันนะ : Pai Gun Na,January,facebook,214,93621,413.0
44650,โถชีวิตนักดนตรี,November,facebook,85,93614,442.0
33998,ตู่ สวรินทร์ ศรีบุญมา,February,facebook,57,93605,428.0
6932,Epic Time,March,facebook,26,93594,437.0
26238,gizzdear,February,instagram,13,93562,166.0
31245,กูขี่รถป็อป,November,facebook,251,93552,443.0
44074,แฟนพาเที่ยว / My Life My Travel,July,facebook,333,93549,452.0
34195,ทวีสุข ธรรมศักดิ์,April,facebook,85,93545,451.0
15492,Muji Sama,July,instagram,29,93527,196.0
42081,เถื่อนChannel,September,facebook,54,93518,429.0
29424,seburan,November,twitter,103,93497,22.0
37537,ยิ้มอ่อน,October,facebook,35,93470,454.0
37662,รักลูกนะ,August,facebook,43,93451,438.0
37535,ยิ้มอ่อน,May,facebook,20,93416,442.0
33515,ญี่ปุ่นเบาเบา,December,facebook,184,93414,425.0
41688,เข็นเด็กขึ้นภูเขา,August,facebook,42,93393,439.0
6952,Erk-Erk,August,facebook,221,93391,440.0
4968,Couple Travel พาแฟนไปไหนดี,June,facebook,233,93383,449.0
44373,โคตรคูล,April,instagram,43,93369,173.0
42029,เดียร์ลอง,June,instagram,9,93363,184.0
24725,Zellfie,April,instagram,2,93340,174.0
3648,BoxSkin Bz.,August,youtube,21,93306,99.0
1094,Alita Pear,December,instagram,18,93288,182.0
13344,MOBYDICK,October,facebook,53,93249,455.0
3508,Booky HealthyWorld,January,facebook,31,93211,414.0
45382,ไปอยู่ไหนมา,January,facebook,209,93202,415.0
6434,Eat & Shout พี่เชาท์พากินพาเที่ยว,April,facebook,309,93195,452.0
7262,FEONALITA,July,twitter,60,93195,40.0
25690,dalyn.diet,January,instagram,28,93194,168.0
29146,pssyppl,October,instagram,6,93190,179.0
34936,นายอาร์ม,May,facebook,36,93176,443.0
7258,FEONALITA,January,twitter,104,93135,42.0
31257,กูจะบอกอะไรให้นะ,November,facebook,40,93102,444.0
13390,MR.Kyoro Danger,January,youtube,7,93070,109.0
42546,เนิส Nurseryus Makeup & Art,May,twitter,34,93069,35.0
32743,ฅ-คนรักรถ Carlover,October,facebook,164,93053,456.0
16385,Noyneung Makeup,June,twitter,34,93047,36.0
23649,WakeUp Ruj,September,youtube,20,93023,96.0
43228,เรื่องเล่ามาดามคิม,February,facebook,194,93016,429.0
25880,elyselyses,June,instagram,27,92979,185.0
10930,Jeban.com,May,twitter,40,92950,36.0
12494,LET'S GIRL,November,facebook,35,92947,445.0
13907,Marefood,October,instagram,31,92904,180.0
15392,Mr.Jinbao - จินเป่า,March,facebook,35,92897,438.0
19552,SVIT,June,facebook,54,92893,450.0
20674,StardewToon,October,youtube,20,92881,100.0
42494,เที่ยวไหมครับ,June,facebook,277,92853,451.0
29991,tonnkhaw,July,instagram,29,92832,197.0
30556,กับข้าวกับตา,July,facebook,18,92811,453.0
8658,GUZAP,August,youtube,22,92791,100.0
21558,Tagple,October,youtube,31,92780,101.0
11,"""ตะกอนความคิด""",September,facebook,19,92751,430.0
14430,Mhunoiii,September,instagram,160,92751,188.0
44424,โคเรียนปากแดง,June,twitter,92,92746,37.0
15848,NUANIA,June,instagram,15,92736,186.0
44054,แฟนพันธุ์แท้ : หนังสยองขวัญ,May,instagram,57,92734,167.0
8988,Gluta Story,October,youtube,8,92732,102.0
17882,Pim Thai Mai Dai,August,facebook,22,92709,441.0
3787,Brinkkty,September,twitter,25,92689,31.0
26968,isilindilz,May,facebook,50,92684,444.0
11359,KK Honcool,November,youtube,26,92680,85.0
24741,Zellfie,July,twitter,13,92668,41.0
29405,seburan,February,instagram,19,92644,167.0
19824,Senpom Salon,July,instagram,100,92635,198.0
42031,เดียร์ลอง,March,instagram,8,92624,193.0
30103,vanmalllinee,April,instagram,24,92609,175.0
22906,Tomorn Sookprecha,July,twitter,18,92550,42.0
5540,Dek-D.COM – เด็กดีดอทคอม,February,youtube,35,92536,108.0
4283,Ceemaagain,September,facebook,304,92517,431.0
