day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Monday,December,2020-12-07,facebook,1026,8742,8850.0,-108.0,-0.0122,3166840,0.0028,10995374,10331449.0,663925.0,0.0643,3849667088,0.0029
Tuesday,December,2020-12-08,facebook,1076,10579,8742.0,1837.0,0.2101,3177419,0.0033,12752324,10995374.0,1756950.0,0.1598,3862419412,0.0033
Wednesday,December,2020-12-09,facebook,1121,11498,10579.0,919.0,0.0869,3188917,0.0036,12278515,12752324.0,-473809.0,-0.0372,3874697927,0.0032
Thursday,December,2020-12-10,facebook,1057,11372,11498.0,-126.0,-0.011,3200289,0.0036,12165287,12278515.0,-113228.0,-0.0092,3886863214,0.0031
Friday,December,2020-12-11,facebook,1061,11424,11372.0,52.0,0.0046,3211713,0.0036,12043765,12165287.0,-121522.0,-0.01,3898906979,0.0031
Saturday,December,2020-12-12,facebook,992,9801,11424.0,-1623.0,-0.1421,3221514,0.0031,11987572,12043765.0,-56193.0,-0.0047,3910894551,0.0031
Sunday,December,2020-12-13,facebook,961,8274,9801.0,-1527.0,-0.1558,3229788,0.0026,12919433,11987572.0,931861.0,0.0777,3923813984,0.0033
Monday,December,2020-12-14,facebook,1079,10122,8274.0,1848.0,0.2234,3239910,0.0031,11752793,12919433.0,-1166640.0,-0.0903,3935566777,0.003
Tuesday,December,2020-12-15,facebook,1094,11051,10122.0,929.0,0.0918,3250961,0.0034,11419312,11752793.0,-333481.0,-0.0284,3946986089,0.0029
Wednesday,December,2020-12-16,facebook,1092,10875,11051.0,-176.0,-0.0159,3261836,0.0033,12272805,11419312.0,853493.0,0.0747,3959258894,0.0031
Thursday,December,2020-12-17,facebook,1082,11271,10875.0,396.0,0.0364,3273107,0.0035,12267976,12272805.0,-4829.0,-0.0004,3971526870,0.0031
Friday,December,2020-12-18,facebook,1066,11857,11271.0,586.0,0.052,3284964,0.0036,11908496,12267976.0,-359480.0,-0.0293,3983435366,0.003
Saturday,December,2020-12-19,facebook,1028,9697,11857.0,-2160.0,-0.1822,3294661,0.003,12713481,11908496.0,804985.0,0.0676,3996148847,0.0032
Sunday,December,2020-12-20,facebook,957,8173,9697.0,-1524.0,-0.1572,3302834,0.0025,12729022,12713481.0,15541.0,0.0012,4008877869,0.0032
Monday,December,2020-12-21,facebook,1097,10488,8173.0,2315.0,0.2832,3313322,0.0032,13522167,12729022.0,793145.0,0.0623,4022400036,0.0034
Tuesday,December,2020-12-22,facebook,1064,11051,10488.0,563.0,0.0537,3324373,0.0033,12296029,13522167.0,-1226138.0,-0.0907,4034696065,0.0031
Wednesday,December,2020-12-23,facebook,1093,11068,11051.0,17.0,0.0015,3335441,0.0033,13978766,12296029.0,1682737.0,0.1369,4048674831,0.0035
Thursday,December,2020-12-24,facebook,1140,11142,11068.0,74.0,0.0067,3346583,0.0033,13525282,13978766.0,-453484.0,-0.0324,4062200113,0.0033
Friday,December,2020-12-25,facebook,1139,10885,11142.0,-257.0,-0.0231,3357468,0.0033,15377556,13525282.0,1852274.0,0.1369,4077577669,0.0038
Saturday,December,2020-12-26,facebook,1003,8466,10885.0,-2419.0,-0.2222,3365934,0.0025,10959692,15377556.0,-4417864.0,-0.2873,4088537361,0.0027
Sunday,December,2020-12-27,facebook,931,7323,8466.0,-1143.0,-0.135,3373257,0.0022,10654471,10959692.0,-305221.0,-0.0278,4099191832,0.0026
Monday,December,2020-12-28,facebook,1061,9301,7323.0,1978.0,0.2701,3382558,0.0028,12123802,10654471.0,1469331.0,0.1379,4111315634,0.003
Tuesday,December,2020-12-29,facebook,1024,9805,9301.0,504.0,0.0542,3392363,0.0029,11203814,12123802.0,-919988.0,-0.0759,4122519448,0.0027
Wednesday,December,2020-12-30,facebook,1021,9157,9805.0,-648.0,-0.0661,3401520,0.0027,12024929,11203814.0,821115.0,0.0733,4134544377,0.0029
Thursday,December,2020-12-31,facebook,1,1,9157.0,-9156.0,-0.9999,3401521,0.0,106,12024929.0,-12024823.0,-1.0,4134544483,0.0
Wednesday,January,2020-01-01,instagram,437,831,0.0,0.0,0.0,831,0.0,3673889,0.0,0.0,0.0,3673889,0.0
Thursday,January,2020-01-02,instagram,364,744,831.0,-87.0,-0.1047,1575,0.8953,3404875,3673889.0,-269014.0,-0.0732,7078764,0.9268
Friday,January,2020-01-03,instagram,370,742,744.0,-2.0,-0.0027,2317,0.4711,2885899,3404875.0,-518976.0,-0.1524,9964663,0.4077
Saturday,January,2020-01-04,instagram,370,770,742.0,28.0,0.0377,3087,0.3323,2948269,2885899.0,62370.0,0.0216,12912932,0.2959
Sunday,January,2020-01-05,instagram,360,678,770.0,-92.0,-0.1195,3765,0.2196,2942075,2948269.0,-6194.0,-0.0021,15855007,0.2278
Monday,January,2020-01-06,instagram,384,777,678.0,99.0,0.146,4542,0.2064,3190717,2942075.0,248642.0,0.0845,19045724,0.2012
Tuesday,January,2020-01-07,instagram,389,755,777.0,-22.0,-0.0283,5297,0.1662,3265270,3190717.0,74553.0,0.0234,22310994,0.1714
Wednesday,January,2020-01-08,instagram,433,886,755.0,131.0,0.1735,6183,0.1673,3440838,3265270.0,175568.0,0.0538,25751832,0.1542
Thursday,January,2020-01-09,instagram,396,926,886.0,40.0,0.0451,7109,0.1498,3802745,3440838.0,361907.0,0.1052,29554577,0.1477
Friday,January,2020-01-10,instagram,404,916,926.0,-10.0,-0.0108,8025,0.1289,3381973,3802745.0,-420772.0,-0.1106,32936550,0.1144
Saturday,January,2020-01-11,instagram,427,871,916.0,-45.0,-0.0491,8896,0.1085,3734814,3381973.0,352841.0,0.1043,36671364,0.1134
Sunday,January,2020-01-12,instagram,385,760,871.0,-111.0,-0.1274,9656,0.0854,3153227,3734814.0,-581587.0,-0.1557,39824591,0.086
Monday,January,2020-01-13,instagram,385,804,760.0,44.0,0.0579,10460,0.0833,2953394,3153227.0,-199833.0,-0.0634,42777985,0.0742
Tuesday,January,2020-01-14,instagram,394,838,804.0,34.0,0.0423,11298,0.0801,3848471,2953394.0,895077.0,0.3031,46626456,0.09
Wednesday,January,2020-01-15,instagram,400,886,838.0,48.0,0.0573,12184,0.0784,3317357,3848471.0,-531114.0,-0.138,49943813,0.0711
Thursday,January,2020-01-16,instagram,422,886,886.0,0.0,0.0,13070,0.0727,3618338,3317357.0,300981.0,0.0907,53562151,0.0724
Friday,January,2020-01-17,instagram,414,869,886.0,-17.0,-0.0192,13939,0.0665,3568997,3618338.0,-49341.0,-0.0136,57131148,0.0666
Saturday,January,2020-01-18,instagram,392,911,869.0,42.0,0.0483,14850,0.0654,3950416,3568997.0,381419.0,0.1069,61081564,0.0691
Sunday,January,2020-01-19,instagram,402,835,911.0,-76.0,-0.0834,15685,0.0562,3602634,3950416.0,-347782.0,-0.088,64684198,0.059
Monday,January,2020-01-20,instagram,407,790,835.0,-45.0,-0.0539,16475,0.0504,3049766,3602634.0,-552868.0,-0.1535,67733964,0.0471
Tuesday,January,2020-01-21,instagram,387,789,790.0,-1.0,-0.0013,17264,0.0479,3164775,3049766.0,115009.0,0.0377,70898739,0.0467
Wednesday,January,2020-01-22,instagram,434,1101,789.0,312.0,0.3954,18365,0.0638,4517452,3164775.0,1352677.0,0.4274,75416191,0.0637
Thursday,January,2020-01-23,instagram,406,961,1101.0,-140.0,-0.1272,19326,0.0523,4191720,4517452.0,-325732.0,-0.0721,79607911,0.0556
Friday,January,2020-01-24,instagram,421,899,961.0,-62.0,-0.0645,20225,0.0465,3796004,4191720.0,-395716.0,-0.0944,83403915,0.0477
Saturday,January,2020-01-25,instagram,426,844,899.0,-55.0,-0.0612,21069,0.0417,4349630,3796004.0,553626.0,0.1458,87753545,0.0522
Sunday,January,2020-01-26,instagram,381,770,844.0,-74.0,-0.0877,21839,0.0365,4333574,4349630.0,-16056.0,-0.0037,92087119,0.0494
Monday,January,2020-01-27,instagram,399,798,770.0,28.0,0.0364,22637,0.0365,3514367,4333574.0,-819207.0,-0.189,95601486,0.0382
Tuesday,January,2020-01-28,instagram,400,800,798.0,2.0,0.0025,23437,0.0353,3459446,3514367.0,-54921.0,-0.0156,99060932,0.0362
Wednesday,January,2020-01-29,instagram,406,773,800.0,-27.0,-0.0337,24210,0.033,3935459,3459446.0,476013.0,0.1376,102996391,0.0397
Thursday,January,2020-01-30,instagram,394,839,773.0,66.0,0.0854,25049,0.0347,4190557,3935459.0,255098.0,0.0648,107186948,0.0407
Friday,January,2020-01-31,instagram,396,899,839.0,60.0,0.0715,25948,0.0359,3620161,4190557.0,-570396.0,-0.1361,110807109,0.0338
Saturday,February,2020-02-01,instagram,411,851,899.0,-48.0,-0.0534,26799,0.0328,3016429,3620161.0,-603732.0,-0.1668,113823538,0.0272
Sunday,February,2020-02-02,instagram,398,782,851.0,-69.0,-0.0811,27581,0.0292,3216784,3016429.0,200355.0,0.0664,117040322,0.0283
Monday,February,2020-02-03,instagram,429,932,782.0,150.0,0.1918,28513,0.0338,3370532,3216784.0,153748.0,0.0478,120410854,0.0288
Tuesday,February,2020-02-04,instagram,401,817,932.0,-115.0,-0.1234,29330,0.0287,3160809,3370532.0,-209723.0,-0.0622,123571663,0.0263
Wednesday,February,2020-02-05,instagram,404,1005,817.0,188.0,0.2301,30335,0.0343,3448405,3160809.0,287596.0,0.091,127020068,0.0279
Thursday,February,2020-02-06,instagram,405,841,1005.0,-164.0,-0.1632,31176,0.0277,3691548,3448405.0,243143.0,0.0705,130711616,0.0291
Friday,February,2020-02-07,instagram,386,778,841.0,-63.0,-0.0749,31954,0.025,3554032,3691548.0,-137516.0,-0.0373,134265648,0.0272
Saturday,February,2020-02-08,instagram,381,789,778.0,11.0,0.0141,32743,0.0247,2789045,3554032.0,-764987.0,-0.2152,137054693,0.0208
Sunday,February,2020-02-09,instagram,372,757,789.0,-32.0,-0.0406,33500,0.0231,3778369,2789045.0,989324.0,0.3547,140833062,0.0276
Monday,February,2020-02-10,instagram,412,815,757.0,58.0,0.0766,34315,0.0243,3723451,3778369.0,-54918.0,-0.0145,144556513,0.0264
Tuesday,February,2020-02-11,instagram,404,788,815.0,-27.0,-0.0331,35103,0.023,3592328,3723451.0,-131123.0,-0.0352,148148841,0.0249
Wednesday,February,2020-02-12,instagram,436,926,788.0,138.0,0.1751,36029,0.0264,3782656,3592328.0,190328.0,0.053,151931497,0.0255
Thursday,February,2020-02-13,instagram,425,1014,926.0,88.0,0.095,37043,0.0281,3397850,3782656.0,-384806.0,-0.1017,155329347,0.0224
Friday,February,2020-02-14,instagram,474,1117,1014.0,103.0,0.1016,38160,0.0302,4179531,3397850.0,781681.0,0.2301,159508878,0.0269
Saturday,February,2020-02-15,instagram,404,839,1117.0,-278.0,-0.2489,38999,0.022,3282252,4179531.0,-897279.0,-0.2147,162791130,0.0206
Sunday,February,2020-02-16,instagram,377,766,839.0,-73.0,-0.087,39765,0.0196,3914361,3282252.0,632109.0,0.1926,166705491,0.024
Monday,February,2020-02-17,instagram,396,878,766.0,112.0,0.1462,40643,0.0221,3218775,3914361.0,-695586.0,-0.1777,169924266,0.0193
Tuesday,February,2020-02-18,instagram,412,923,878.0,45.0,0.0513,41566,0.0227,4061077,3218775.0,842302.0,0.2617,173985343,0.0239
Wednesday,February,2020-02-19,instagram,383,975,923.0,52.0,0.0563,42541,0.0235,3467941,4061077.0,-593136.0,-0.1461,177453284,0.0199
Thursday,February,2020-02-20,instagram,399,957,975.0,-18.0,-0.0185,43498,0.0225,3194687,3467941.0,-273254.0,-0.0788,180647971,0.018
Friday,February,2020-02-21,instagram,391,776,957.0,-181.0,-0.1891,44274,0.0178,3596280,3194687.0,401593.0,0.1257,184244251,0.0199
Saturday,February,2020-02-22,instagram,389,813,776.0,37.0,0.0477,45087,0.0184,4289073,3596280.0,692793.0,0.1926,188533324,0.0233
Sunday,February,2020-02-23,instagram,392,777,813.0,-36.0,-0.0443,45864,0.0172,3388708,4289073.0,-900365.0,-0.2099,191922032,0.018
Monday,February,2020-02-24,instagram,411,818,777.0,41.0,0.0528,46682,0.0178,3033770,3388708.0,-354938.0,-0.1047,194955802,0.0158
Tuesday,February,2020-02-25,instagram,405,853,818.0,35.0,0.0428,47535,0.0183,3521521,3033770.0,487751.0,0.1608,198477323,0.0181
Wednesday,February,2020-02-26,instagram,399,953,853.0,100.0,0.1172,48488,0.02,3563673,3521521.0,42152.0,0.012,202040996,0.018
Thursday,February,2020-02-27,instagram,395,805,953.0,-148.0,-0.1553,49293,0.0166,3250984,3563673.0,-312689.0,-0.0877,205291980,0.0161
Friday,February,2020-02-28,instagram,413,945,805.0,140.0,0.1739,50238,0.0192,3388915,3250984.0,137931.0,0.0424,208680895,0.0165
Saturday,February,2020-02-29,instagram,401,779,945.0,-166.0,-0.1757,51017,0.0155,3365558,3388915.0,-23357.0,-0.0069,212046453,0.0161
Sunday,March,2020-03-01,instagram,398,779,779.0,0.0,0.0,51796,0.0153,3046232,3365558.0,-319326.0,-0.0949,215092685,0.0144
Monday,March,2020-03-02,instagram,390,764,779.0,-15.0,-0.0193,52560,0.0148,2945726,3046232.0,-100506.0,-0.033,218038411,0.0137
Tuesday,March,2020-03-03,instagram,407,817,764.0,53.0,0.0694,53377,0.0155,3089267,2945726.0,143541.0,0.0487,221127678,0.0142
Wednesday,March,2020-03-04,instagram,415,856,817.0,39.0,0.0477,54233,0.016,3164001,3089267.0,74734.0,0.0242,224291679,0.0143
Thursday,March,2020-03-05,instagram,398,1098,856.0,242.0,0.2827,55331,0.0202,4522130,3164001.0,1358129.0,0.4292,228813809,0.0202
Friday,March,2020-03-06,instagram,398,829,1098.0,-269.0,-0.245,56160,0.015,4038902,4522130.0,-483228.0,-0.1069,232852711,0.0177
Saturday,March,2020-03-07,instagram,397,843,829.0,14.0,0.0169,57003,0.015,3627486,4038902.0,-411416.0,-0.1019,236480197,0.0156
Sunday,March,2020-03-08,instagram,403,809,843.0,-34.0,-0.0403,57812,0.0142,4242871,3627486.0,615385.0,0.1696,240723068,0.0179
Monday,March,2020-03-09,instagram,415,808,809.0,-1.0,-0.0012,58620,0.014,4139449,4242871.0,-103422.0,-0.0244,244862517,0.0172
Tuesday,March,2020-03-10,instagram,401,799,808.0,-9.0,-0.0111,59419,0.0136,4173433,4139449.0,33984.0,0.0082,249035950,0.017
Wednesday,March,2020-03-11,instagram,418,905,799.0,106.0,0.1327,60324,0.0152,3959555,4173433.0,-213878.0,-0.0512,252995505,0.0159
Thursday,March,2020-03-12,instagram,403,820,905.0,-85.0,-0.0939,61144,0.0136,4500544,3959555.0,540989.0,0.1366,257496049,0.0178
Friday,March,2020-03-13,instagram,406,900,820.0,80.0,0.0976,62044,0.0147,4322173,4500544.0,-178371.0,-0.0396,261818222,0.0168
Saturday,March,2020-03-14,instagram,392,799,900.0,-101.0,-0.1122,62843,0.0129,4925316,4322173.0,603143.0,0.1395,266743538,0.0188
Sunday,March,2020-03-15,instagram,379,769,799.0,-30.0,-0.0375,63612,0.0122,4615433,4925316.0,-309883.0,-0.0629,271358971,0.0173
Monday,March,2020-03-16,instagram,419,869,769.0,100.0,0.13,64481,0.0137,4654987,4615433.0,39554.0,0.0086,276013958,0.0172
Tuesday,March,2020-03-17,instagram,408,853,869.0,-16.0,-0.0184,65334,0.0132,4728267,4654987.0,73280.0,0.0157,280742225,0.0171
Wednesday,March,2020-03-18,instagram,409,880,853.0,27.0,0.0317,66214,0.0135,3819681,4728267.0,-908586.0,-0.1922,284561906,0.0136
Thursday,March,2020-03-19,instagram,428,1004,880.0,124.0,0.1409,67218,0.0152,3990875,3819681.0,171194.0,0.0448,288552781,0.014
Friday,March,2020-03-20,instagram,417,925,1004.0,-79.0,-0.0787,68143,0.0138,4273861,3990875.0,282986.0,0.0709,292826642,0.0148
Saturday,March,2020-03-21,instagram,384,829,925.0,-96.0,-0.1038,68972,0.0122,3342647,4273861.0,-931214.0,-0.2179,296169289,0.0114
Sunday,March,2020-03-22,instagram,383,793,829.0,-36.0,-0.0434,69765,0.0115,3880478,3342647.0,537831.0,0.1609,300049767,0.0131
Monday,March,2020-03-23,instagram,404,861,793.0,68.0,0.0858,70626,0.0123,4028961,3880478.0,148483.0,0.0383,304078728,0.0134
Tuesday,March,2020-03-24,instagram,407,885,861.0,24.0,0.0279,71511,0.0125,4076346,4028961.0,47385.0,0.0118,308155074,0.0134
Wednesday,March,2020-03-25,instagram,409,1006,885.0,121.0,0.1367,72517,0.0141,4295345,4076346.0,218999.0,0.0537,312450419,0.0139
Thursday,March,2020-03-26,instagram,413,1025,1006.0,19.0,0.0189,73542,0.0141,3771759,4295345.0,-523586.0,-0.1219,316222178,0.0121
Friday,March,2020-03-27,instagram,418,902,1025.0,-123.0,-0.12,74444,0.0123,4046766,3771759.0,275007.0,0.0729,320268944,0.0128
Saturday,March,2020-03-28,instagram,394,850,902.0,-52.0,-0.0576,75294,0.0114,4065687,4046766.0,18921.0,0.0047,324334631,0.0127
Sunday,March,2020-03-29,instagram,408,852,850.0,2.0,0.0024,76146,0.0113,4016035,4065687.0,-49652.0,-0.0122,328350666,0.0124
Monday,March,2020-03-30,instagram,402,823,852.0,-29.0,-0.034,76969,0.0108,4032649,4016035.0,16614.0,0.0041,332383315,0.0123
Tuesday,March,2020-03-31,instagram,404,855,823.0,32.0,0.0389,77824,0.0111,4432109,4032649.0,399460.0,0.0991,336815424,0.0133
Wednesday,April,2020-04-01,instagram,402,988,855.0,133.0,0.1556,78812,0.0127,3408769,4432109.0,-1023340.0,-0.2309,340224193,0.0101
Thursday,April,2020-04-02,instagram,409,1113,988.0,125.0,0.1265,79925,0.0141,3342109,3408769.0,-66660.0,-0.0196,343566302,0.0098
Friday,April,2020-04-03,instagram,421,936,1113.0,-177.0,-0.159,80861,0.0117,3850185,3342109.0,508076.0,0.152,347416487,0.0112
Saturday,April,2020-04-04,instagram,388,962,936.0,26.0,0.0278,81823,0.0119,3507937,3850185.0,-342248.0,-0.0889,350924424,0.0101
Sunday,April,2020-04-05,instagram,379,836,962.0,-126.0,-0.131,82659,0.0102,3987822,3507937.0,479885.0,0.1368,354912246,0.0114
Monday,April,2020-04-06,instagram,370,789,836.0,-47.0,-0.0562,83448,0.0095,4067149,3987822.0,79327.0,0.0199,358979395,0.0115
Tuesday,April,2020-04-07,instagram,376,833,789.0,44.0,0.0558,84281,0.01,4013789,4067149.0,-53360.0,-0.0131,362993184,0.0112
Wednesday,April,2020-04-08,instagram,391,950,833.0,117.0,0.1405,85231,0.0113,3690556,4013789.0,-323233.0,-0.0805,366683740,0.0102
Thursday,April,2020-04-09,instagram,407,1002,950.0,52.0,0.0547,86233,0.0118,3733695,3690556.0,43139.0,0.0117,370417435,0.0102
Friday,April,2020-04-10,instagram,406,961,1002.0,-41.0,-0.0409,87194,0.0111,4067065,3733695.0,333370.0,0.0893,374484500,0.011
Saturday,April,2020-04-11,instagram,400,903,961.0,-58.0,-0.0604,88097,0.0104,4092535,4067065.0,25470.0,0.0063,378577035,0.0109
Sunday,April,2020-04-12,instagram,381,873,903.0,-30.0,-0.0332,88970,0.0099,4073015,4092535.0,-19520.0,-0.0048,382650050,0.0108
Monday,April,2020-04-13,instagram,419,900,873.0,27.0,0.0309,89870,0.0101,4085773,4073015.0,12758.0,0.0031,386735823,0.0107
Tuesday,April,2020-04-14,instagram,393,851,900.0,-49.0,-0.0544,90721,0.0095,3255569,4085773.0,-830204.0,-0.2032,389991392,0.0084
Wednesday,April,2020-04-15,instagram,402,851,851.0,0.0,0.0,91572,0.0094,3788830,3255569.0,533261.0,0.1638,393780222,0.0097
Thursday,April,2020-04-16,instagram,399,835,851.0,-16.0,-0.0188,92407,0.0091,2876472,3788830.0,-912358.0,-0.2408,396656694,0.0073
Friday,April,2020-04-17,instagram,405,938,835.0,103.0,0.1234,93345,0.0102,3357998,2876472.0,481526.0,0.1674,400014692,0.0085
Saturday,April,2020-04-18,instagram,417,812,938.0,-126.0,-0.1343,94157,0.0087,3874370,3357998.0,516372.0,0.1538,403889062,0.0097
Sunday,April,2020-04-19,instagram,400,802,812.0,-10.0,-0.0123,94959,0.0085,3869043,3874370.0,-5327.0,-0.0014,407758105,0.0096
Monday,April,2020-04-20,instagram,396,827,802.0,25.0,0.0312,95786,0.0087,3624218,3869043.0,-244825.0,-0.0633,411382323,0.0089
Tuesday,April,2020-04-21,instagram,407,837,827.0,10.0,0.0121,96623,0.0087,3037807,3624218.0,-586411.0,-0.1618,414420130,0.0074
Wednesday,April,2020-04-22,instagram,407,864,837.0,27.0,0.0323,97487,0.0089,3559058,3037807.0,521251.0,0.1716,417979188,0.0086
Thursday,April,2020-04-23,instagram,413,946,864.0,82.0,0.0949,98433,0.0097,3474548,3559058.0,-84510.0,-0.0237,421453736,0.0083
Friday,April,2020-04-24,instagram,410,1061,946.0,115.0,0.1216,99494,0.0108,3243335,3474548.0,-231213.0,-0.0665,424697071,0.0077
Saturday,April,2020-04-25,instagram,363,759,1061.0,-302.0,-0.2846,100253,0.0076,3002603,3243335.0,-240732.0,-0.0742,427699674,0.0071
Sunday,April,2020-04-26,instagram,389,803,759.0,44.0,0.058,101056,0.008,3492601,3002603.0,489998.0,0.1632,431192275,0.0082
Monday,April,2020-04-27,instagram,396,809,803.0,6.0,0.0075,101865,0.008,3310111,3492601.0,-182490.0,-0.0523,434502386,0.0077
Tuesday,April,2020-04-28,instagram,410,852,809.0,43.0,0.0532,102717,0.0084,3126199,3310111.0,-183912.0,-0.0556,437628585,0.0072
Wednesday,April,2020-04-29,instagram,408,830,852.0,-22.0,-0.0258,103547,0.0081,3674009,3126199.0,547810.0,0.1752,441302594,0.0084
Thursday,April,2020-04-30,instagram,404,971,830.0,141.0,0.1699,104518,0.0094,3261381,3674009.0,-412628.0,-0.1123,444563975,0.0074
Friday,May,2020-05-01,instagram,406,869,971.0,-102.0,-0.105,105387,0.0083,3477544,3261381.0,216163.0,0.0663,448041519,0.0078
Saturday,May,2020-05-02,instagram,396,809,869.0,-60.0,-0.069,106196,0.0077,3530526,3477544.0,52982.0,0.0152,451572045,0.0079
Sunday,May,2020-05-03,instagram,409,814,809.0,5.0,0.0062,107010,0.0077,3167329,3530526.0,-363197.0,-0.1029,454739374,0.007
Monday,May,2020-05-04,instagram,380,803,814.0,-11.0,-0.0135,107813,0.0075,2809615,3167329.0,-357714.0,-0.1129,457548989,0.0062
Tuesday,May,2020-05-05,instagram,397,837,803.0,34.0,0.0423,108650,0.0078,3116821,2809615.0,307206.0,0.1093,460665810,0.0068
Wednesday,May,2020-05-06,instagram,374,786,837.0,-51.0,-0.0609,109436,0.0072,2846788,3116821.0,-270033.0,-0.0866,463512598,0.0062
Thursday,May,2020-05-07,instagram,401,822,786.0,36.0,0.0458,110258,0.0075,4249278,2846788.0,1402490.0,0.4927,467761876,0.0092
Friday,May,2020-05-08,instagram,404,881,822.0,59.0,0.0718,111139,0.008,3954816,4249278.0,-294462.0,-0.0693,471716692,0.0085
Saturday,May,2020-05-09,instagram,423,1066,881.0,185.0,0.21,112205,0.0096,3678760,3954816.0,-276056.0,-0.0698,475395452,0.0078
Sunday,May,2020-05-10,instagram,394,788,1066.0,-278.0,-0.2608,112993,0.007,3396572,3678760.0,-282188.0,-0.0767,478792024,0.0071
Monday,May,2020-05-11,instagram,394,848,788.0,60.0,0.0761,113841,0.0075,3946833,3396572.0,550261.0,0.162,482738857,0.0082
Tuesday,May,2020-05-12,instagram,417,853,848.0,5.0,0.0059,114694,0.0075,3895712,3946833.0,-51121.0,-0.013,486634569,0.0081
Wednesday,May,2020-05-13,instagram,390,834,853.0,-19.0,-0.0223,115528,0.0073,3333798,3895712.0,-561914.0,-0.1442,489968367,0.0069
Thursday,May,2020-05-14,instagram,428,981,834.0,147.0,0.1763,116509,0.0085,3693231,3333798.0,359433.0,0.1078,493661598,0.0075
Friday,May,2020-05-15,instagram,405,1023,981.0,42.0,0.0428,117532,0.0088,3504611,3693231.0,-188620.0,-0.0511,497166209,0.0071
Saturday,May,2020-05-16,instagram,392,858,1023.0,-165.0,-0.1613,118390,0.0073,3647806,3504611.0,143195.0,0.0409,500814015,0.0073
Sunday,May,2020-05-17,instagram,379,823,858.0,-35.0,-0.0408,119213,0.007,2937113,3647806.0,-710693.0,-0.1948,503751128,0.0059
Monday,May,2020-05-18,instagram,406,842,823.0,19.0,0.0231,120055,0.0071,4012176,2937113.0,1075063.0,0.366,507763304,0.008
Tuesday,May,2020-05-19,instagram,423,860,842.0,18.0,0.0214,120915,0.0072,3806289,4012176.0,-205887.0,-0.0513,511569593,0.0075
Wednesday,May,2020-05-20,instagram,412,814,860.0,-46.0,-0.0535,121729,0.0067,3126342,3806289.0,-679947.0,-0.1786,514695935,0.0061
Thursday,May,2020-05-21,instagram,398,960,814.0,146.0,0.1794,122689,0.0079,2984678,3126342.0,-141664.0,-0.0453,517680613,0.0058
Friday,May,2020-05-22,instagram,401,999,960.0,39.0,0.0406,123688,0.0081,3019028,2984678.0,34350.0,0.0115,520699641,0.0058
Saturday,May,2020-05-23,instagram,395,826,999.0,-173.0,-0.1732,124514,0.0067,3509287,3019028.0,490259.0,0.1624,524208928,0.0067
Sunday,May,2020-05-24,instagram,363,763,826.0,-63.0,-0.0763,125277,0.0061,3032996,3509287.0,-476291.0,-0.1357,527241924,0.0058
Monday,May,2020-05-25,instagram,399,810,763.0,47.0,0.0616,126087,0.0065,2128611,3032996.0,-904385.0,-0.2982,529370535,0.004
Tuesday,May,2020-05-26,instagram,416,879,810.0,69.0,0.0852,126966,0.007,3227891,2128611.0,1099280.0,0.5164,532598426,0.0061
Wednesday,May,2020-05-27,instagram,409,862,879.0,-17.0,-0.0193,127828,0.0068,2416287,3227891.0,-811604.0,-0.2514,535014713,0.0045
Thursday,May,2020-05-28,instagram,411,899,862.0,37.0,0.0429,128727,0.007,3219101,2416287.0,802814.0,0.3323,538233814,0.006
Friday,May,2020-05-29,instagram,418,893,899.0,-6.0,-0.0067,129620,0.0069,2410711,3219101.0,-808390.0,-0.2511,540644525,0.0045
Saturday,May,2020-05-30,instagram,394,846,893.0,-47.0,-0.0526,130466,0.0065,2993649,2410711.0,582938.0,0.2418,543638174,0.0055
Sunday,May,2020-05-31,instagram,394,822,846.0,-24.0,-0.0284,131288,0.0063,2690213,2993649.0,-303436.0,-0.1014,546328387,0.0049
Monday,June,2020-06-01,instagram,438,945,822.0,123.0,0.1496,132233,0.0072,3076796,2690213.0,386583.0,0.1437,549405183,0.0056
Tuesday,June,2020-06-02,instagram,416,852,945.0,-93.0,-0.0984,133085,0.0064,3281534,3076796.0,204738.0,0.0665,552686717,0.006
Wednesday,June,2020-06-03,instagram,407,864,852.0,12.0,0.0141,133949,0.0065,3206002,3281534.0,-75532.0,-0.023,555892719,0.0058
Thursday,June,2020-06-04,instagram,435,936,864.0,72.0,0.0833,134885,0.007,4034562,3206002.0,828560.0,0.2584,559927281,0.0073
Friday,June,2020-06-05,instagram,410,894,936.0,-42.0,-0.0449,135779,0.0066,3474728,4034562.0,-559834.0,-0.1388,563402009,0.0062
Saturday,June,2020-06-06,instagram,428,910,894.0,16.0,0.0179,136689,0.0067,4175108,3474728.0,700380.0,0.2016,567577117,0.0074
Sunday,June,2020-06-07,instagram,383,899,910.0,-11.0,-0.0121,137588,0.0066,3880470,4175108.0,-294638.0,-0.0706,571457587,0.0068
Monday,June,2020-06-08,instagram,414,885,899.0,-14.0,-0.0156,138473,0.0064,3911535,3880470.0,31065.0,0.008,575369122,0.0068
Tuesday,June,2020-06-09,instagram,433,908,885.0,23.0,0.026,139381,0.0066,3705078,3911535.0,-206457.0,-0.0528,579074200,0.0064
