,account_name,channel,post_id,engagement,rankengage
532,Dek Jew Chill Out,facebook,2181,695149,563.0
245,Beam Sareeda,instagram,373,694772,251.0
2836,oporcony,youtube,255,694285,146.0
2150,TaxBugnoms,twitter,635,692690,50.0
4046,อร่อยนัวร์ [Aroy N],youtube,201,692165,147.0
4151,เค้าเรียกผมว่าแมว,youtube,202,689288,148.0
3747,รีวิวมนุษย์ผิวแห้ง,facebook,1905,688506,564.0
878,Glitterxmatter,twitter,358,688151,51.0
3070,กิน@หาดใหญ่,facebook,7664,687565,565.0
1172,Khajochi's Blog,twitter,963,685466,52.0
4147,เคมีฟิสิกส์ของสิ่งทอ อาหาร และของรอบตัว,facebook,283,683941,566.0
1860,ReReef,facebook,759,683581,567.0
1790,PlayUlti.com - คนเล่นเกมนอก,facebook,3708,682402,568.0
578,Dr.V Channel,youtube,302,678974,149.0
2429,Yoyoyo Channel,youtube,235,677683,150.0
2908,rayyingray,instagram,372,676027,252.0
3808,ล้ำหน้าโชว์ / Tech Offside,facebook,4790,675603,569.0
3320,ช่างภาพชื่อดังฐานะร่ำรวย,facebook,1373,672990,570.0
3433,"นักกล้าม10,000cal",facebook,688,671684,571.0
3318,ชูวิทย์ กมลวิศิษฎ์,facebook,42,671049,572.0
1466,Mo-emag,facebook,1514,669366,573.0
2705,juunep,instagram,453,667917,253.0
4250,เฟื่องลดา,youtube,314,667719,151.0
2116,THISKK,instagram,127,667054,254.0
2655,iceirin,instagram,322,666232,255.0
3300,ชาลี,facebook,2410,666064,574.0
3014,wisut,instagram,84,666063,256.0
3655,พ่อลูกอ่อนนอนน้อย,facebook,508,665399,575.0
1572,NaklasLIVE,youtube,314,664772,152.0
2632,home.co.th,facebook,9536,663627,576.0
2233,The snack,instagram,285,663029,257.0
586,DroidSans,youtube,404,662696,153.0
2426,YousayーIX,facebook,569,661171,577.0
3558,ปั่นแค่ไหว,facebook,3216,659909,578.0
2032,Spin9,youtube,270,659902,154.0
1073,Jeban.com,twitter,455,659782,53.0
2148,Tasty Easy,facebook,400,659072,579.0
4033,อยากเที่ยวก็เที่ยว,facebook,1538,658502,580.0
2569,englishbykruann,twitter,465,657893,54.0
1522,MrTeeKung,youtube,331,657785,155.0
244,BeBell,youtube,101,655367,156.0
3341,ดีกว่ากินดิน Eatdincooking,youtube,371,653786,157.0
2311,VIPS Station,youtube,138,652799,158.0
2322,Vivienne Wonder,facebook,1498,652632,581.0
1255,Life of Cars Bkk - ตามติดชีวิต 4 ล้อ,youtube,100,652270,159.0
3465,นายอาร์ม,facebook,271,652042,582.0
3045,กับข้าวกับตา,youtube,56,650419,160.0
1913,RyotaMoisture,instagram,176,649510,258.0
1808,Pom_vinij,facebook,1130,649100,583.0
2045,Startyourway เส้นทางนายตัวเอง,facebook,161,648452,584.0
1106,Judie TV,facebook,522,646981,585.0
4278,เรียกผมว่ามนุษย์เงินเดือน,facebook,495,643052,586.0
1870,"Retrostation สถานีสำหรับ ""คนรักเกมส์เก่า""",facebook,1913,640446,587.0
2688,jjjiina,instagram,477,640388,259.0
150,Art AirsoftGun,youtube,42,640284,161.0
1274,Little Monster,youtube,182,637301,162.0
4277,เราจะผอมไปด้วยกัน by Pitcha,facebook,145,637062,588.0
4312,เลี้ยงลูกสุดเหวี่ยง,facebook,3052,636504,589.0
3948,หนุ่มเมืองจันท์,facebook,575,635566,590.0
3625,พาเธอไป Journey,facebook,5911,635104,591.0
4088,อาร์นาฐา - iimrrizz,facebook,1281,633570,592.0
3294,ชะนีพีชชี่ & สตีเฟ่นโอปป้า,facebook,630,630003,593.0
2386,Wonderpeach,facebook,1470,629763,594.0
3017,wmssn,instagram,330,629698,260.0
4371,แป้ง สุอารี ทรรศนกุลพันธ์,twitter,517,628594,55.0
4498,"ไปกินกัน - ""Let's Eat""",instagram,342,627522,261.0
1189,Kim Property Live,youtube,279,627378,163.0
4507,ไปตามรอยหนังด้วยกันมั้ย,twitter,358,626922,56.0
399,CarDebuts,youtube,494,624500,164.0
3202,ครูป้อนสอนอิงริช,facebook,835,624303,595.0
2017,SopitChitchat โสภิตชิทแชท,facebook,774,623895,596.0
3241,คุณแม่ลูกอ่อน,facebook,742,621154,597.0
1370,Mao-Investor,facebook,1252,619091,598.0
3755,รีวิวเบๆบ้านๆ,twitter,396,618557,57.0
4386,แมวไข่ต้ม,facebook,212,618059,599.0
3717,มูมมาม,instagram,596,617961,262.0
3942,หนังโปรดของข้าพเจ้า,facebook,626,617864,600.0
3780,ลงทุนแมน,twitter,2506,616462,58.0
1717,PaiNaiDii,facebook,7352,616363,601.0
2674,isilindilz,facebook,333,615935,602.0
4082,อาตี๋ รีวิว,facebook,866,615666,603.0
18,24Hours'Story,facebook,7460,611713,604.0
595,Dujdow,instagram,598,611177,263.0
1553,N Join Play,facebook,662,610872,605.0
1623,Noyneung Makeup,instagram,484,610519,264.0
470,Cookie and the gang,facebook,390,609737,606.0
4273,เม้าท์มอยเกาหลี,twitter,617,609404,59.0
3548,ประกิต สิริวัฒนเกตุ,facebook,662,609066,607.0
2299,Uke-Uke,youtube,397,606676,165.0
1277,Littlefahsai,twitter,1469,603880,60.0
1262,LightKira Channel,youtube,228,601844,166.0
1234,Lakoi Dota2,facebook,958,600917,608.0
626,Eat & Shout พี่เชาท์พากินพาเที่ยว,facebook,3452,600112,609.0
3064,กิต งายย,instagram,32,598219,265.0
1506,MotoWish,facebook,1023,598219,610.0
2475,ann.manas,instagram,502,595542,266.0
2131,Tagple,youtube,237,595356,167.0
64,AD-AOF TV,facebook,994,595169,611.0
1709,PRAEW,instagram,460,592829,267.0
2774,mini.note,instagram,1342,589447,268.0
3448,นักวิ่งกากๆ,facebook,860,587948,612.0
157,Attack All Around,facebook,348,587777,613.0
4459,โลกไอทีวันนี้,facebook,9088,585554,614.0
1586,Ndmikkiholic - beauty & surgery,facebook,775,583802,615.0
4089,อาร์มฮิปนอส เอฟเอฟ🇹🇭,youtube,431,583002,168.0
3482,นีน่า แพรวเพชร กาญจน์เกียรติกุล,instagram,282,582382,269.0
1376,Marumura,facebook,4481,580817,616.0
2543,dadearrrr,instagram,579,579283,270.0
1404,Megamaxx Journey,facebook,1606,579086,617.0
108,All by On'oum,facebook,510,576101,618.0
1732,Palapilii Thailand,facebook,2466,575998,619.0
338,BoomTharis,instagram,127,575323,271.0
3990,หมึกเหลือง,facebook,1211,575216,620.0
3205,ครูพี่หมี ติวภาษาอังกฤษ,facebook,2369,572971,621.0
2531,cherry_missfitness,instagram,1149,572311,272.0
304,Bivoyage - ใบบันทึกเดินทาง,facebook,919,571802,622.0
2841,paapaii พาไปดอทคอม,facebook,8864,571402,623.0
797,Foodbymay,instagram,138,571309,273.0
147,Around Me,facebook,806,570903,624.0
4492,ไปกันนะ : Pai Gun Na,instagram,194,570260,274.0
4442,โบโบ กวนจีน 波波真幸福,facebook,416,569956,625.0
1693,PINTO GAMING,youtube,99,569188,169.0
2566,engbypfah,instagram,269,568828,275.0
1805,Point of View,youtube,145,566330,170.0
3998,หมูหิว,instagram,230,565463,276.0
4267,เมียฝรั่งชนบท ต๊ะ 555,youtube,1272,564764,171.0
359,Brinkkty,facebook,830,563768,626.0
2965,techxcite,facebook,4659,562234,627.0
4543,ไอ่เป็ด,instagram,186,562111,277.0
2794,nanapat,instagram,291,561674,278.0
2452,ZuckerRider WheelieTH,youtube,144,561281,172.0
3732,รถซิ่งไทยแลนด์ (RodzingThailand),youtube,143,560987,173.0
1452,MinutevideosThailand,youtube,139,560698,174.0
1029,JETKOY,facebook,1156,560268,628.0
3489,นุ่น - English AfterNoonz,instagram,244,558792,279.0
4118,ฮาคนเมือง,facebook,441,558205,629.0
2371,Where Eat It แวะกินที่ไหนดี,facebook,2466,557991,630.0
903,Goy Natty Dream,facebook,90,557875,631.0
3813,วรพล สิงห์เขียวพงษ์,facebook,2008,556321,632.0
2589,foodblogbkk,twitter,200,553344,61.0
3742,รักษ์ภาษาไทย,facebook,248,553126,633.0
1948,Sam's Story,facebook,860,549872,634.0
2857,past.tell,facebook,193,549690,635.0
1652,Ohana,instagram,40,549067,280.0
1457,MisterBan,facebook,10919,548313,636.0
254,Beartai,youtube,479,547989,175.0
1078,JewJew Sippothai,facebook,633,547815,637.0
1131,KRUA.CO by sangdad,facebook,3301,547419,638.0
2779,modernpod,instagram,347,544443,281.0
1445,MindaRyn,youtube,84,543286,176.0
1834,Pssyppl.,facebook,132,540756,639.0
3880,สรุปให้,facebook,4645,538438,640.0
2834,oporcony,facebook,359,535540,641.0
1021,Inskru -พื้นที่แบ่งปันไอเดียการสอน,facebook,1815,533166,642.0
2753,malinmln,facebook,1232,532119,643.0
4060,ออนนีเยปอ,twitter,885,532039,62.0
2615,gynegene,instagram,365,531780,282.0
688,Evos TH,youtube,125,528099,177.0
3009,widsawaphatiew,instagram,232,528001,283.0
1751,Paul Pattarapon พอล ภัทรพล,instagram,705,526828,284.0
757,Filmzlap,facebook,6275,526114,644.0
837,GAME OVER,youtube,81,525887,178.0
4294,เรื่องเด็กๆ by หมอแอม,facebook,1036,523775,645.0
2872,phichaikeawvichit,instagram,72,523321,285.0
4467,ใกล้หมอจิ๋ม,facebook,1005,522485,646.0
11,10นาทีกับหมอต่อ,youtube,64,521372,179.0
483,CreativeKim,instagram,282,519882,286.0
2281,TravelKanuman / 2เท้าชาวท่องโลก,facebook,3644,519671,647.0
3125,ก๊อบแก๊บรีวิว,twitter,435,519504,63.0
3430,นวล,facebook,203,518920,648.0
567,Doyser,facebook,342,517468,649.0
449,CigaretteS,youtube,28,516350,180.0
2502,belltatcha,instagram,174,515922,287.0
2455,_evefee_,twitter,677,515521,64.0
1715,PYONG : Traveller X Doctor,instagram,440,515265,288.0
2837,overclockzone,facebook,1707,514601,650.0
1456,Mission To The Moon,youtube,1458,514582,181.0
2805,nicnnice,instagram,222,511427,289.0
101,Alie BlackCobra,facebook,197,510072,651.0
3923,สุดสัปดาห์แฟนคลับ,instagram,871,508948,290.0
4211,เที่ยวเอง,facebook,2507,507772,652.0
3876,สมาคมนิยมหนังหวาน [Romantic&Comedy Movie Society],twitter,516,507139,65.0
1048,Jamsai,youtube,106,503584,182.0
141,Arifah KH,instagram,300,502833,291.0
4265,เมอา พรพรรณ เรืองปัญญาธรรม,youtube,43,502066,183.0
4101,อีฟ Evefee,instagram,505,500443,292.0
2192,Thailand Cute Girls & Boys,facebook,12814,500313,653.0
410,Cen Nathasa,instagram,77,497068,293.0
2357,Wealth Me Up,facebook,1262,497009,654.0
4402,แหมทำเป็นฟิต,instagram,443,496333,294.0
4369,แป้ง สุอารี ทรรศนกุลพันธ์,facebook,3680,495314,655.0
4191,เที่ยวจนแม่ด่า,facebook,1361,493864,656.0
133,AppDiqus,facebook,3162,493366,657.0
1660,Online station,youtube,559,492564,184.0
4540,ไอซ์ ICEPADIE,youtube,183,490757,185.0
3077,กินตามโปร,facebook,5203,490662,658.0
2408,Ya Taliban,youtube,94,487713,186.0
1095,Jossy Berry,instagram,297,487537,295.0
3731,รถซิ่ง ไทยแลนด์,facebook,2075,487269,659.0
2726,kiwtum,twitter,604,486950,66.0
388,CU.FITGIRL,instagram,275,486455,296.0
952,Hashtag E-Sports,facebook,985,486328,660.0
1317,MOBYDICK,youtube,238,485134,187.0
2913,reviewchiangmai,instagram,428,483784,297.0
1829,PropCons,facebook,6260,480997,661.0
3715,มุนินฺ,facebook,448,477938,662.0
2097,Sweetlists,instagram,222,476366,298.0
366,Buffalo Gags,instagram,102,476087,299.0
980,Hungrylist แผนที่ของความอร่อย,instagram,427,475838,300.0
3209,ครูเชอรี่ English Bright เรียนอังกฤษในชีวิตประจำวัน,facebook,330,474832,663.0
937,Happy Retire,youtube,165,474022,188.0
2153,TechHangout,facebook,4869,473874,664.0
946,HashCorner,facebook,1386,472828,665.0
2137,Talon Esports TH,facebook,601,471496,666.0
812,FreeLance บ้าเที่ยว,facebook,2806,471348,667.0
3975,หมอโดม รถนิยม,facebook,1995,469227,668.0
850,GZR Gozziira,youtube,59,469154,189.0
4085,อาตี๋ รีวิว,youtube,427,468216,190.0
1150,Kanunnk,instagram,44,466613,301.0
571,Dr.Pakky หม่ามี้หมอเด็ก,facebook,543,466519,669.0
2317,VictoryCast,youtube,286,466322,191.0
2919,rietyrive,twitter,315,465425,67.0
3589,ผู้ประกอบการรุ่นใหม่ใส่ใจบัญชีและภาษี,facebook,1084,464743,670.0
2735,lifestylehattaya70,facebook,701,463544,671.0
1777,Pipo DIY,instagram,292,463515,302.0
3699,มาริโอ้ เดอะแค๊ท,facebook,437,463138,672.0
3051,กานดา สายทุ้ม,instagram,831,462778,303.0
2293,U me go แบบนี้ต้องไปจัด,facebook,1060,461561,673.0
4360,แต่งให้สวย Style 50+,facebook,1146,461037,674.0
3312,ชีวิตติดเหล็ก ผอมชัวร์,facebook,430,460906,675.0
2069,StockManday,facebook,917,459704,676.0
4391,แม่ซี น้องมดดี้ Channel,youtube,163,459189,192.0
2707,kamonnart,twitter,756,458662,68.0
2703,junior.kr,instagram,514,456837,304.0
136,April Naphatrada,instagram,204,455843,305.0
4468,ใกล้หมอฟัน,facebook,1020,454632,677.0
707,FEONALITA,instagram,614,454054,306.0
711,FIFA WaTaFak,facebook,346,453669,678.0
1093,John Trakoolsopit,facebook,336,452372,679.0
2677,janyonce,instagram,982,451496,307.0
2363,Wealthy Thai,facebook,2825,449931,680.0
225,Bangkok Esports,youtube,124,449694,193.0
1109,Just Ride it,facebook,6190,447651,681.0
2771,miintlalita,instagram,241,447508,308.0
684,Evefee,facebook,1821,445667,682.0
2208,The Curator,facebook,1665,444227,683.0
251,Bearhug Family,facebook,102,443649,684.0
4508,ไปวิ่ง,facebook,2315,443444,685.0
717,FINSTREET,facebook,1173,442504,686.0
1570,Naefit,youtube,156,441625,194.0
260,Beauty Hunter (Thailand),facebook,5709,441481,687.0
2399,Xcrosz,facebook,345,441280,688.0
2033,SpokeDark TV,facebook,1550,441280,688.0
4177,เถื่อนChannel,facebook,359,439577,689.0
2920,rietyrive,youtube,63,438910,195.0
2716,katmatcha,instagram,107,438573,309.0
2193,Thailand Investment Forum,facebook,1242,437850,690.0
1201,KirosZ Weerasak,facebook,379,437761,691.0
4414,โคเรียนปากแดง,instagram,143,436858,310.0
395,Cafe of the day,facebook,2127,436533,692.0
2544,dalyn.diet,instagram,179,435583,311.0
1833,Propholic,facebook,6352,433672,693.0
739,Fasai Puengudom,facebook,464,433565,694.0
4423,โดดงานไป,facebook,3945,431872,695.0
1555,N NEXT,facebook,367,430953,696.0
1181,Kia Zaab,youtube,86,430103,196.0
740,Fasai Puengudom,instagram,87,429343,312.0
1902,Runner's journey,instagram,1458,429005,313.0
22,2Madames.com เที่ยวและไลฟ์สไตส์แบบครอบครัว,facebook,809,428588,697.0
1843,Purple Mood E-Sport,facebook,879,427521,698.0
126,AnimaToey Watercolor,facebook,403,427168,699.0
4074,อาจารย์อดัม,twitter,575,426216,69.0
242,BeBell,facebook,390,425875,700.0
2740,linghokkalom,twitter,1275,425786,70.0
3782,ลดพุง ลดโรค,facebook,298,425173,701.0
2601,give.me.museums,instagram,246,424766,314.0
1389,Mawinfinferrr,youtube,196,424113,197.0
3764,รีวิวไม่หยุด,facebook,4227,424032,702.0
2496,autolifethailand official,youtube,148,419951,198.0
3219,คอนโดติดดอย,facebook,11559,419930,703.0
1996,Slang A-hO-lic,instagram,306,419486,315.0
305,Biwtie Homekitchen,instagram,652,416734,316.0
21,2Madames.com เที่ยวและไลฟ์สไตล์แบบครอบครัว,youtube,258,416731,199.0
292,Bigbike Society Thailand,facebook,1071,416483,704.0
3467,นายอาร์ม,youtube,89,416453,200.0
4067,อันดับ 10,youtube,209,415675,201.0
2736,lifestylehattaya70,instagram,256,415649,317.0
4092,อาสา พาไปหลง,youtube,93,415648,202.0
170,Aumfooddiary,instagram,730,414535,318.0
3470,นายแว่น ลงทุน - naiwaen investment,facebook,4961,414434,705.0
1442,MindaRyn,facebook,406,414206,706.0
2858,past.tell,instagram,78,414013,319.0
3043,กันณ์ เรสซิ่ง,youtube,366,412545,203.0
1851,REDDY,facebook,894,411828,707.0
362,Brinkkty,youtube,126,411258,204.0
614,EVA GAMER,youtube,259,410255,205.0
283,Bew Varaporn,youtube,165,409668,206.0
824,French Buta,instagram,297,409179,320.0
1759,Pearytopia,instagram,180,408982,321.0
1094,Jossy Berry,facebook,1041,408957,708.0
3862,ศุภชัย เสมอมิตร โหน่งโชว์,youtube,350,408419,207.0
1354,Mai Jainoon,facebook,1210,406553,709.0
3360,ติน่า เทย์เลอร์ - Tina Taylor,instagram,475,405754,322.0
2538,chumsrising,twitter,909,403550,71.0
1752,Pawawit Stock Comment,facebook,341,403188,710.0
4451,โรงภาพยนตร์ที่ 3 ที่นั่ง E12,facebook,363,403035,711.0
2380,Wizard Kid Trader / คิดไปเรื่อยแบบวีคิด,facebook,1103,402094,712.0
81,AUTODEFT,facebook,3087,401077,713.0
1977,Siamphone.com,facebook,1878,401056,714.0
2729,koreaneveryday_,twitter,197,400771,72.0
2088,Superbike Magazine (Thailand's Edition) Fan Page,facebook,6814,400387,715.0
269,Beer Vanon,facebook,375,399849,716.0
3690,มอเตอร์ไซค์ พันทิพ by Moto Moment,facebook,8265,399271,717.0
4165,เชฟขวัญ EngiChef,youtube,343,398225,208.0
1471,Mom Diary,facebook,2197,397751,718.0
964,Herepaolicious (อร่อยไปกับเฮีย),instagram,383,397326,323.0
944,Happykulchaya,instagram,446,396951,324.0
3702,มิตรเอิร์ธ - mitrearth,facebook,1430,396775,719.0
1494,Moowan,facebook,208,396505,720.0
3519,บลูแพลนเน็ต เบ็ดเสร็จเรื่องเที่ยว,facebook,1466,396351,721.0
1551,MyQuest,youtube,78,396080,209.0
1339,MadamPam,youtube,314,396056,210.0
1593,Netty Beauty life,facebook,1653,395894,722.0
1380,Maser Gamer,facebook,425,394106,723.0
4401,แหมทำเป็นฟิต,facebook,1472,392178,724.0
3279,จิตต์สุภา ฉิน (ซู่ชิง),twitter,53,391594,73.0
1686,PHOLFOODMAFIA,instagram,737,390974,325.0
4134,เกี้ยแซ่บบ,facebook,1296,390697,725.0
604,ECU=SHOP,facebook,1338,390501,726.0
2246,Thidakarn,instagram,255,389422,326.0
1411,Meiyong Pissini,instagram,552,389102,327.0
1033,JOETHz,youtube,649,388778,211.0
2698,juepakofficial,youtube,95,388721,212.0
1776,Pipo DIY,facebook,832,388391,727.0
4246,เพราะชั้นจนไงล่ะ,facebook,809,388197,728.0
2587,food_miki23,instagram,1035,388092,328.0
3943,หนังโปรดของข้าพเจ้า,twitter,1549,387676,74.0
2406,YIM CH,youtube,119,386961,213.0
2220,The Potential,facebook,1441,386855,729.0
4104,อีเจี๊ยบ เลียบด่วน,twitter,47,386566,75.0
1683,PEACHII,youtube,60,386563,214.0
1624,Noyneung Makeup,twitter,413,386334,76.0
1530,Muji Sama,youtube,58,385575,215.0
511,Dao Thunvarin,instagram,216,384501,329.0
663,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,facebook,1109,384068,730.0
2984,tiksumarin,instagram,333,383294,330.0
2497,bampchr,instagram,129,383233,331.0
1333,MZ Crazy Cars,youtube,420,382758,216.0
2575,evemarisa,instagram,158,381931,332.0
163,Au Awesome,youtube,598,381626,217.0
3738,รองขาโต๊ะ,facebook,459,380397,731.0
3087,กินเพลิน เดินเที่ยว,facebook,4166,380369,732.0
542,DevilMeiji,facebook,595,380078,733.0
214,Babyjingko,youtube,73,378719,218.0
4305,เลี้ยงลูกด้วยหนังสือ,facebook,4248,377704,734.0
3319,ช่างประจำบ้าน,facebook,1689,376871,735.0
2249,ThinkofLiving.Com,facebook,6802,376180,736.0
4375,แฟนนักวิ่ง,facebook,829,375952,737.0
4370,แป้ง สุอารี ทรรศนกุลพันธ์,instagram,558,375444,333.0
3352,ตามรอยตำนานร้านดัง,facebook,6172,375168,738.0
84,Abdulthaitube - อับดุลย์เอ๊ย ถามไรตอบได้!,youtube,368,373001,219.0
4026,หุ้นสมาร์ท - HoonSmart : เสนอความจริง ทุกการลงทุน,facebook,5313,372890,739.0
2673,iphonemod,youtube,329,372142,220.0
2013,Somewhere Someone,facebook,2860,371743,740.0
197,BKKMENU.COM,instagram,442,370757,334.0
2579,feedmecleanfood,instagram,511,370412,335.0
3525,บันทึกคนขี้เที่ยว,facebook,2096,370399,741.0
1939,Salary Investor,facebook,635,369848,742.0
205,BKreview - เรารีวิวทุกความอร่อย,instagram,273,369100,336.0
3914,สาระสุขภาพยาน่ารู้โดยเภสัชกรอุทัย,facebook,2557,368343,743.0
4245,เพรทเซ่ล'รีวิว (@PretzzelReview),twitter,192,367780,77.0
335,Booky HealthyWorld,instagram,156,366218,337.0
3365,ตี๋อ้วนชวนหิว,facebook,3086,365461,744.0
3188,ครัวมนุษย์ป้า คุณป้า ปอมปอม,facebook,502,365256,745.0
653,Edwin,youtube,163,365004,221.0
967,Histofun Deluxe,facebook,1294,364287,746.0
2059,Stickwithme4ev,instagram,103,363268,338.0
1439,Milky Praiya,youtube,107,363095,222.0
2143,Tanxlive,twitter,243,362918,78.0
3506,น้องนี,youtube,149,359273,223.0
3478,นิ้วกลม,instagram,109,359141,339.0
281,Bew Varaporn,facebook,1462,359110,747.0
181,Autostation.com,facebook,2897,358739,748.0
1803,Point of View,instagram,143,358520,340.0
1965,Senpom Salon,facebook,3424,358200,749.0
4178,เถื่อนChannel,youtube,54,356295,224.0
3182,ครัวบ้านๆ แต่อร่อยดี,youtube,362,354304,225.0
1695,PIT START,youtube,102,353150,226.0
1269,Little Ing Baby,facebook,3532,352980,750.0
2481,aorrthip,instagram,336,352899,341.0
36,50+ young แจ๋ว,facebook,726,351429,751.0
276,Benz Thanachart,facebook,512,350028,752.0
498,DONUTBeautyBrains,facebook,1327,349998,753.0
212,Babyjingko,facebook,958,349575,754.0
3515,บรีฟเหี้ย,facebook,251,348217,755.0
3557,ปันโปร promotion,twitter,4149,348012,79.0
4142,เข็มทิศชีวิต ฐิตินาถ ณ พัทลุง,instagram,515,347918,342.0
2555,dreamxxarisara,instagram,675,347880,343.0
3763,รีวิวไม่จำกัด,facebook,867,347370,756.0
1483,Money Buffalo,instagram,719,347040,344.0
1513,Mouth Moy,youtube,153,346333,227.0
646,EaterOat,youtube,49,345814,228.0
2158,Techhub,facebook,1200,345282,757.0
104,Alie BlackCobra,youtube,79,345199,229.0
4138,เขียนไว้ให้เธอ,facebook,243,345188,758.0
2537,chumsrising,instagram,914,343872,345.0
3284,ฉลาดคิด ฉลาดใช้,facebook,330,343289,759.0
1231,Lab หุ้น,facebook,1364,342854,760.0
4204,เที่ยววนไป,facebook,4658,341967,761.0
4302,เลิกโง่,facebook,961,341394,762.0
499,DREPLAY,facebook,531,341078,763.0
297,Billionaire VI,facebook,818,340332,764.0
2263,Tomorn Sookprecha,twitter,148,338816,80.0
3374,ตุ๊กตา♡,twitter,250,337482,81.0
1229,LET'S GIRL,facebook,376,337447,765.0
735,Fahfahs,facebook,1099,337164,766.0
1658,Oneเดย์,facebook,7660,336466,767.0
935,Happy Mommy Diary,instagram,230,336382,346.0
2157,TechTalk Thai ข่าว Enterprise I.T. ภาษาไทย,facebook,3537,335677,768.0
4316,เลี้ยงลูกโตไปด้วยกันกับหมออร Hormone for Kids กุมารแพทย์ต่อมไร้ท่อ,facebook,457,335401,769.0
1534,Must Love Mac,facebook,2727,334076,770.0
587,Ducking Tiger,facebook,884,331784,771.0
2577,fahfahfahs,instagram,163,331565,347.0
865,Getout Thailand,facebook,2009,331162,772.0
4471,ใครสอนให้โพสรูปของกินตอนดึกกกก,facebook,3108,330418,773.0
4248,เฟื่องลดา,instagram,125,328877,348.0
1149,Kanomroo,youtube,69,328660,230.0
272,Bellybang,instagram,225,328572,349.0
738,Farose,youtube,35,328445,231.0
2602,give.me.museums,twitter,161,327837,82.0
806,Foodyoucaneat เรากินได้ คุณก็กินได้,twitter,253,325677,83.0
3274,จับหนังมารีวิว,facebook,725,325024,774.0
2909,reenp,facebook,335,324485,775.0
210,BRUTD Summer,facebook,272,324309,776.0
1597,Newzkung Raccoonza,youtube,626,322524,232.0
2060,Stickwithme4ev,twitter,192,321996,84.0
2530,cherry_healthylife,instagram,429,321489,350.0
364,Buddy's Family,facebook,158,320837,777.0
2036,SpokeDark TV,youtube,49,319287,233.0
2586,foamlumm,instagram,107,319259,351.0
396,Car News Update,facebook,8552,318989,778.0
407,Ceemaagain,instagram,174,318554,352.0
3049,กับแกล้ม,facebook,116,317457,779.0
3531,บันทึกนึกขึ้นได้,facebook,387,316578,780.0
3461,นางแมวป่า,youtube,182,316545,234.0
2945,stock2morrow,facebook,2133,316420,781.0
805,Foodyoucaneat เรากินได้ คุณก็กินได้,instagram,707,315711,353.0
2388,Wongnai Beauty,instagram,577,315552,354.0
2383,Wonder Boy,instagram,344,315430,355.0
268,Bebe Fit Routine,youtube,40,315328,235.0
3206,ครูพี่แนน Enconcept : English to the MAX,facebook,2599,313640,782.0
2630,hollyhua,instagram,702,313026,356.0
3174,ครัวชั้นสูง - High Zone Kitchen,youtube,121,312717,236.0
1674,PBSupercarPhotography,youtube,76,311576,237.0
2272,Train Hard Look Hot by Nattie,facebook,237,311123,783.0
4168,เชอบัว ยูโร มายา,instagram,39,311052,357.0
3362,ตีแผ่ชีวิตมหาลัย,facebook,262,310996,784.0
3697,มาดามฟินนี่ Money-More-Fin,facebook,1055,310423,785.0
843,GODCAT,youtube,156,310373,238.0
329,Bon Jakobsen,instagram,241,309792,358.0
1042,Jack Russell Terrier คนรักแจ็คและเพื่อนหมาๆๆ,facebook,167,309485,786.0
2176,Thai Mutualfund : ให้เงินทำงาน ผ่านกองทุนรวม,facebook,1034,309302,787.0
3542,บ้านฟินฟิน,facebook,789,309117,788.0
3614,พลอยเรียนจบแล้วทำไรต่อ?,youtube,45,308539,239.0
722,FNDiary,facebook,629,308493,789.0
610,EJanNews,twitter,8398,308301,85.0
3550,ประวัติศาสตร์ฮาเฮ,facebook,834,308265,790.0
1028,Itmild,facebook,679,308177,791.0
3371,ตุ้ยลุยครัว,instagram,138,307449,359.0
3869,สมาคมกวนTeen,youtube,80,306658,240.0
3930,สูตรอาหารง่ายๆ by Kapook.com,facebook,1189,306331,792.0
3126,ขยะมรสุม Monsoon Garbage Thailand,facebook,5428,306290,793.0
3437,นักท่องเที่ยวสัญชาติไทย,facebook,1529,305472,794.0
1626,Nueng Panu,instagram,106,305359,360.0
1981,Sicaopol,instagram,267,304332,361.0
1789,PlayStation Thailand Nation,facebook,1255,304084,795.0
868,GibPuri Ch,youtube,378,303541,241.0
4285,เรียนภาษาเกาหลีกับครูแอนนี่,facebook,2503,303470,796.0
3494,นุ่น นพลักษณ์ กุลธวัชชัย,youtube,100,302569,242.0
63,ABOVE THE MARS,twitter,167,302532,86.0
3727,ยายชมพู,youtube,1400,301772,243.0
539,Dek-D.COM – เด็กดีดอทคอม,youtube,314,301683,244.0
4384,แมวตัวนั้นนั่งดูหนังตรงแถวc,facebook,828,301671,797.0
4117,อ้วนจูนเนอร์,youtube,196,300693,245.0
3058,การเงินธนาคาร,facebook,5901,299776,798.0
3811,ล้ำหน้าโชว์ / Tech Offside,youtube,534,299643,246.0
1228,LEEAH,youtube,59,299574,247.0
3481,นิ้วโป้ง Fundamental VI,facebook,406,297329,799.0
247,Beam-Oil Family,youtube,60,297288,248.0
237,Bas_GoWentGo,twitter,149,297099,87.0
2730,korkid_ddd,instagram,285,296730,362.0
617,Earthpynn,twitter,596,295969,88.0
515,Darentvs,facebook,563,295947,800.0
3271,จอร์น ไรเดอร์ - John Rider,youtube,179,295266,249.0
4132,เกิดมาใช้ตัง,facebook,648,295228,801.0
77,ANO and Friends,youtube,63,294953,250.0
